candidate_id,job_id,CV,Job Description,Job Position,lang,group_id,raw_output_gpt-4o,raw_output_gpt-4o_json_extracted,decision_gpt-4o,feedbackgpt-4o
4746b37d-8516-5864-80ae-76d81ccc2258,01c8fc14-9f7e-579f-9304-4e8fed593099,"Закінчив підготовчі курси з QA на онлайн платформах таких компаній як EPAM, NIX Solutions, QAtestlab, Dare IT, Binary Studio Academy. Маю базові навички Quality Assurance Engineer, SQL, API testing, Selenium IDE, GIT, Python automation.
05-09.2022 Binary Studio Academy - Manual QA (Streamlet project)
10.2022-01.2023 Freelance QA
01.2023-Present Binary Studio - Manual QA

I was mostly involved in a manual testing of Web applications. I usually work in Agile with GIT, Postman, Chrome Dev Tools, Kanban boards, Notion.
","З нами ти зможеш не тільки реалізовуватися професійно та працювати над якістю наших проектів (а їх у нас багато і з різною тематикою), а й знайти колектив однодумців, які готові надати допомогу у досягненні високих результатів.

**  Вимоги:**
- розглянемо кандидатів з досвідом від 1 року, та після курсів, або з невеликим досвідом;
- знання теорії тестування;
- розуміння методологій розробки та життєвого циклу програмного забезпечення;
- досвід тестування веб та мобільних додатків (IOS, Android);
- досвід тестування API (мінімум Postman);
- базове розуміння клієнт-серверної архітектури;
- досвід роботи з БД (MySQL), вміння писати SQL-запити;
- рівень англійської: Pre-Intermediate.

**Буде перевагою:**
- знання Python;
- Linux.

**Обов'язки:**
- аналіз проектної документації;
- планування, аналіз, дизайн та виконання тестів;
- підготовка тестової документації на проекті (тест-план, тест-репор, чекліст, баг-репорт);
- проведення функціонального, регресійного та інших видів тестування;
- участь у проектних мітингах (sprint planning, daily stand-ups, retrospective).

**Чому варто працювати разом з нами:**
- конкурентний дохід;
- оплачувана відпустка та лікарняні;
- інтенсивний розвиток та навчання: компанія спонсорує сертифікацію, тренінги, участь у конференціях, технічних івентах, підписку на професійні онлайн-джерела;
- збалансований соцпакет;
- корпоративні івенти, святкові конкурси та приємні сюрпризи;
- затишний та зручний офіс у центрі міста з безкоштовним паркуванням;
- компенсація витрат на заняття іноземною мовою та спорт (50% на місяць);
- колеги, які завжди готові допомогти як порадою, так і ідеєю.",Junior QA Engineer,uk,4746b37d-8516-5864-80ae-76d81ccc2258_01c8fc14-9f7e-579f-9304-4e8fed593099,"{
    'decision': 'найняти',
    'feedback': 'Кандидат має відповідний досвід та навички в тестуванні веб-додатків, API та базове знання автоматизації і Python. Він відповідає нашим вимогам.'
}
```","{
    ""decision"": ""найняти"",
    ""feedback"": ""Кандидат має відповідний досвід та навички в тестуванні веб-додатків, API та базове знання автоматизації і Python. Він відповідає нашим вимогам.""
}",найняти,"Кандидат має відповідний досвід та навички в тестуванні веб-додатків, API та базове знання автоматизації і Python. Він відповідає нашим вимогам."
4746b37d-8516-5864-80ae-76d81ccc2258,563507ce-e3d3-5b0d-8d03-0f64f8be8e9f,"Закінчив підготовчі курси з QA на онлайн платформах таких компаній як EPAM, NIX Solutions, QAtestlab, Dare IT, Binary Studio Academy. Маю базові навички Quality Assurance Engineer, SQL, API testing, Selenium IDE, GIT, Python automation.
05-09.2022 Binary Studio Academy - Manual QA (Streamlet project)
10.2022-01.2023 Freelance QA
01.2023-Present Binary Studio - Manual QA

I was mostly involved in a manual testing of Web applications. I usually work in Agile with GIT, Postman, Chrome Dev Tools, Kanban boards, Notion.
","**Основні вимоги:**
- Від 6-ти місяців комерційного досвіду як QA Engineer; 
- Глибоке розуміння основ тестування програмного забезпечення;
- Знання методологій тестування та вміння працювати з документацією;
- Вміння писати User Guides;
- Вміння тестувати веб додатки;
- Розуміння SDLC
- **Рівень англійської - Upper Intermediate;**
- Особисті якості: комунікабельність, організованість, вміння працювати в команді, уважність до деталей.
 
**Буде плюсом:**
- Комерційний досвід у тестуванні
 
**Ми пропонуємо:**
- Гнучкий графік роботи
- Гібридний формат роботи (офіс або ремоут)
- Повний бухгалтерський супровід
- Професійний розвиток (доступ до платформи з навчальними курсами, проведення внутрішніх презентацій на професійну тематику)
- 18 днів 100 % оплачуваної відпустки
- 10 днів 100% оплачуваних лікарняних
- Безкоштовні заняття з англійської мови
 
**Про клієнта та проект:**
 
**Країна:** США
**Розмір компанії:** 30 людей (команда розробників - 5)
**Проект** - логістична платформа для спрощення та делегації роботи складу та послуг доставки. Основна мета - забезпечити контроль і прозорість процесу доставки безпосередньо споживачу. 
Клієнт надає можливість делегувати замовлення, моніторити склади і персоналізовану та просту у користуванні платформу виконання завдань, яка легко інтегрується в усі облікові записи продавців.
 
**Команда:**
Над проектом працює 5 розробників.
 
**У зв’язку з чим відкрилася вакансія:**
Клієнт розширює команду.
 
**Обов'язки на проекті:**
- Тестування веб-додатку;
- Написання user guides;
- Комунікація з працівниками складу та допомога у користуванні додатком;
- Участь у мітингах.
 
**Організація робочих процесів:**
- Тайм зона клієнта: MST (9 годин різниці з Україною)
- Графік роботи: гнучкий, максимально адаптований до нашої тайм зони
- Бувають мітинги команди у вечірній час
- Команда працює по Kanban
 
**Етапи інтерв’ю:**
- HR співбесіда (30-40 хв)
- Внутрішнє технічне інтерв’ю (60 хв)
- Технічне інтерв’ю з клієнтом (30-60 хв)
 
**Інше:**
- Співбесіди українською та англійською мовами
- Виконання технічного завдання не передбачається",Junior QA Engineer,uk,4746b37d-8516-5864-80ae-76d81ccc2258_563507ce-e3d3-5b0d-8d03-0f64f8be8e9f,"{
  ""decision"": ""найняти"",
  ""feedback"": ""Кандидат має необхідний досвід, знання процесів тестування, вміння тестувати веб-додатки і комунікативні навички. Підходить для нашої позиції QA Engineer.""
}
```","{
  ""decision"": ""найняти"",
  ""feedback"": ""Кандидат має необхідний досвід, знання процесів тестування, вміння тестувати веб-додатки і комунікативні навички. Підходить для нашої позиції QA Engineer.""
}",найняти,"Кандидат має необхідний досвід, знання процесів тестування, вміння тестувати веб-додатки і комунікативні навички. Підходить для нашої позиції QA Engineer."
4746b37d-8516-5864-80ae-76d81ccc2258,a3f196a7-1a21-528e-b396-c70b29d8d78e,"Закінчив підготовчі курси з QA на онлайн платформах таких компаній як EPAM, NIX Solutions, QAtestlab, Dare IT, Binary Studio Academy. Маю базові навички Quality Assurance Engineer, SQL, API testing, Selenium IDE, GIT, Python automation.
05-09.2022 Binary Studio Academy - Manual QA (Streamlet project)
10.2022-01.2023 Freelance QA
01.2023-Present Binary Studio - Manual QA

I was mostly involved in a manual testing of Web applications. I usually work in Agile with GIT, Postman, Chrome Dev Tools, Kanban boards, Notion.
","Обов'язки:
- Проведення мануального тестування веб та мобільних додатків та забезпечення якості їх роботи
- Проведення smoke, compatibility, та regression тестування
- Переклад бізнесових та технічних вимог у тест кейси та сценарії
- Співпраця з розробниками для запобігання повторного виникнення багів, виявлених в процесі тестування
- Складання баг репортів при виявленні багів
- Перевірка вимог, специфікацій та документації з технічного дизайну для забезпечення своєчасного та змістовного фідбеку

Вимоги:
- Щонайменше один рік досвіду тестування Web і мобільних застосунків (Android, iOS)
- Досвід створення Checklists
- Теоретичні знання та вміння застосовувати основні Test Design Techniques
- Досвід проведення Cross Browser Testing
- Знання повного SDLC процесу 
- Володіння англійською мовою на рівні Intermediate і вище

Плюсом буде:
- Знання базових концептів програмування та хоча б однієї мови програмування
- Досвід написання автотестів
- Досвід роботи з JMeter
- Досвід створення Test Plan по стандарту IEEE 829 або по іншим стандартам
- Знання HTML та CSS
- Досвід тестування API

Ми пропонуємо:  

Професійне зростання та підвищення рівня seniority

Можливість перекваліфікуватися у авто тестувальника і вивчити такі інструменти, як Ruby (RSpec, Capybara, SitePrism) або JavaScript (Cypress framework)

Можливість перекваліфікуватися у бізнес аналітика і навчитися розробляти якісні продукти

Вибір між роботою в офісі та 100% віддалено

Перегляд винагороди кожні 6 місяців",Junior QA Engineer,uk,4746b37d-8516-5864-80ae-76d81ccc2258_a3f196a7-1a21-528e-b396-c70b29d8d78e,"{
    'decision': 'найняти',
    'feedback': 'Кандидат має відповідний досвід мануального тестування веб-застосунків та знання API. Присутні осоновні навички та можливість розвинутися у напрямку авто тестування і бізнес аналітики.'
}
```","{
    ""decision"": ""найняти"",
    ""feedback"": ""Кандидат має відповідний досвід мануального тестування веб-застосунків та знання API. Присутні осоновні навички та можливість розвинутися у напрямку авто тестування і бізнес аналітики.""
}",найняти,Кандидат має відповідний досвід мануального тестування веб-застосунків та знання API. Присутні осоновні навички та можливість розвинутися у напрямку авто тестування і бізнес аналітики.
475ecd6f-d8d9-5509-89c0-d596920820c4,13f92888-7a63-5475-9b91-040211e9f200,"Independent implementation of accounting systems at enterprises of Ukraine from ""0"".

Самостійне впровадження облікових систем на підприємствах України з ""0"".
1C programmer - 6 years of experience.
Implementation of accounting systems at enterprises of Ukraine.
Development of a mobile application for a data collection terminal.
Understanding of business processes, knowledge of accounting and management accounting.
Self-study of Python. Django.

1С программіст - досвід 6 років.
Впровадження облікових систем на підприємствах України.
Розробка мобільного додатку для термінала збирання даних.
Розуміння бізнес-процесів, знання бухгалтерського та управлінського обліку.
Самостійне вивчення Python. Django.
","Кар’єра в TemaBit — це не тільки круті професійні можливості, а й місце для розвитку зі своїм корпоративним університетом, комфортними інноваційними хабами, можливістю ремоуту та гнучким графіком роботи.

Запрошуємо приєднатися до нашої команди професіоналів Junior Python Developer. Як розробник Ви будете працювати над розробкою, написанням тестів, підтримкою продукту.  

Вимоги: 
- досвід роботи з базовими алгоритмами та структурами данних в Python3; 
- 0.5+ року підтвердженого досвіду роботи з Python3;
- вміння працювати зі стандартними бібліотеками Python3; 
- досвід роботи з SQL;
- гнучке та критичне мислення.

Додатковим плюсом буде: 
- розумне володіння системним адмініструванням GNU/Linux;
- досвід роботи з redis, docker, rabbitmq, redis, flask, pandas, nginx, uwsgi; 
- досвід роботи із системами контролю версій Git.  

Ми пропонуємо:
- роботу над цікавом проектом та з широким набором технологій і методів;
- професійну команду розумних, допитливих та залучених колег;
- можливість особисто долучитися до створення проекта майбутнього, вплинути на те, яким саме він буде;
- можливість працювати віддалено та гнучкий графік роботи;
- соціальний пакет: медичне страхування, оплачувана відпуска і лікарняні;
- комфортний та сучасний офіс на лівому березі Дніпра (ТЦ “Silver Breeze”);
- навчання в корпоративному університеті;
- корпоративні свята, спортивні та соціальні ініціативи.",Junior Python Developer,uk,475ecd6f-d8d9-5509-89c0-d596920820c4_13f92888-7a63-5475-9b91-040211e9f200,"{
  ""decision"": ""відхилити"",
  ""feedback"": ""Недостатньо досвіду з Python та SQL. Вітається досвід в 1С та самостійне навчання, але потрібен підтверджений досвід програмування на Python.""
}
```","{
  ""decision"": ""відхилити"",
  ""feedback"": ""Недостатньо досвіду з Python та SQL. Вітається досвід в 1С та самостійне навчання, але потрібен підтверджений досвід програмування на Python.""
}",відхилити,"Недостатньо досвіду з Python та SQL. Вітається досвід в 1С та самостійне навчання, але потрібен підтверджений досвід програмування на Python."
475ecd6f-d8d9-5509-89c0-d596920820c4,b4984f75-1175-5bf8-87fd-4be38af4ab09,"Independent implementation of accounting systems at enterprises of Ukraine from ""0"".

Самостійне впровадження облікових систем на підприємствах України з ""0"".
1C programmer - 6 years of experience.
Implementation of accounting systems at enterprises of Ukraine.
Development of a mobile application for a data collection terminal.
Understanding of business processes, knowledge of accounting and management accounting.
Self-study of Python. Django.

1С программіст - досвід 6 років.
Впровадження облікових систем на підприємствах України.
Розробка мобільного додатку для термінала збирання даних.
Розуміння бізнес-процесів, знання бухгалтерського та управлінського обліку.
Самостійне вивчення Python. Django.
","Необхідні навички
— No less than a year experience with Python/Django web development;
— Excellent understanding of the OOP and SOA
— Good knowledge of Javascript and JQuery;
— Experience with REST APIs;
— Strong Linux experience
— Intermediate English level

Буде плюсом
— Knowledge of CMS e.g. Wordpress, etc
— Experience in development within agile teams
— Working with Git, JIRA

Пропонуємо
— Transparency in communication between the company and an employee;
— Paid vacation (20 business days) and paid sick leave;
— Opportunity to join advanced, innovative projects;
— Accounting as a service;
— Competitive salary;
— Friendly working environment;
— Language classes;

Обов’язки
— Developing, maintaining and improving a website
— Working closely with the team in the Agile environment.",Junior Python Developer,uk,475ecd6f-d8d9-5509-89c0-d596920820c4_b4984f75-1175-5bf8-87fd-4be38af4ab09,"{
    ""decision"": ""відхилити"",
    ""feedback"": ""Недостатньо досвіду у веб-розробці Python/Django та інтеграції REST API. Відсутні навички в Javascript, JQuery та Linux.""
}
```","{
    ""decision"": ""відхилити"",
    ""feedback"": ""Недостатньо досвіду у веб-розробці Python/Django та інтеграції REST API. Відсутні навички в Javascript, JQuery та Linux.""
}",відхилити,"Недостатньо досвіду у веб-розробці Python/Django та інтеграції REST API. Відсутні навички в Javascript, JQuery та Linux."
475ecd6f-d8d9-5509-89c0-d596920820c4,d3bc35a1-2f18-5f15-beab-131c317f6cf3,"Independent implementation of accounting systems at enterprises of Ukraine from ""0"".

Самостійне впровадження облікових систем на підприємствах України з ""0"".
1C programmer - 6 years of experience.
Implementation of accounting systems at enterprises of Ukraine.
Development of a mobile application for a data collection terminal.
Understanding of business processes, knowledge of accounting and management accounting.
Self-study of Python. Django.

1С программіст - досвід 6 років.
Впровадження облікових систем на підприємствах України.
Розробка мобільного додатку для термінала збирання даних.
Розуміння бізнес-процесів, знання бухгалтерського та управлінського обліку.
Самостійне вивчення Python. Django.
","Для нашого клієнта, ІТ компанії, шукаємо декількох Junior Python Developer (remote) в офіс в м.Івано-Франківськ, м. Чернівці, м. Хмельницький чи м.Тернопіль чи робота повністю віддалено.

Необхідні навички:
Досвід роботи з Python –  від 1 року
Досвід роботи з Django чи Flask;
Англійська мова (розмовна) – intermediate+.

Буде плюсом
Досвід роботи з Amazon Web Services;
Знання SQL, PostgreSQL;
Досвід роботи з шаблонами JavaScript MVC / MVVM;
Досвід роботи з фреймворками та бібліотеками (AngularJS, ReactJs, jQuery, Bootstrap);
Досвід роботи з Git;

Компанія пропонує:

Цікаві та складні проекти від міжнародних клієнтів (є декілька на вибір);
Гнучкий графік роботи;
Cоціальний пакет (оплачувані 18 днів відпустки, 12 лікарняних + можливість роботи з дому);
Затишний офіс в центрі м.Івано-Франківськ, Тернопіль, Хмельницький, Чернівці чи робота повністю віддалено;
Конкурентна зарплата (фіксована в USD);
Можливість професійного та кар”єрного росту;
Гарантоване повне навантаження протягом строку дії контракту;
Комфортні умови роботи (включаючи MacBook Pro та монітор Dell на кожному робочому місці, для віддалених працівників – тільки ноутбук);
Відрядження закордон оплачувані компанією;
Відвідування професійних івентів за рахунок компанії;
Корпоративні уроки англійської (для працівників в офісі);
Допомога з переїздом для тих кандидатів, які готові переїхати( фінансова компенсація ріелторських послуг, пошук, при необхідності, дитячих садків та шкіл);
Корпоративні заходи;
Дружна команда і гнучкий менеджмент;

Про компанію:

ІТ-холдинг, в який входять декілька ІТ-компаній.
В Україні компанія представлена у 4 містах (м.Івано-Франківськ, м.Хмельницький, м.Чернівці, м.Тернопіль). Працюють з 2009 року.
На даний момент в компанії працює більше 80 працівників.",Junior Python Developer,uk,475ecd6f-d8d9-5509-89c0-d596920820c4_d3bc35a1-2f18-5f15-beab-131c317f6cf3,"{'decision': 'відхилити', 'feedback': 'Кандидат має обмежений досвід Python (самостійне навчання), відсутній вказаний досвід Django/Flask. Недостатньо доказів знання англійської мови.'}
```","{""decision"": ""відхилити"", ""feedback"": ""Кандидат має обмежений досвід Python (самостійне навчання), відсутній вказаний досвід Django/Flask. Недостатньо доказів знання англійської мови.""}",відхилити,"Кандидат має обмежений досвід Python (самостійне навчання), відсутній вказаний досвід Django/Flask. Недостатньо доказів знання англійської мови."
47871785-674c-5f62-9ef0-95fb369d3ccb,273cdc48-9373-5a0d-9370-50cff6431a99,"
BillTech - Надавав підтримку та супровід іноземним клієнтам англійською мовою у 7 міжнародних проектах у сфері блокчейн та фінтех. Близько 550 клієнтів залишились задоволеними наданим мною підтримкою щодо роботи з проектами. Проводив аналіз рівня задоволеності клієнтів продуктами компанії, що допоміг розробниками покращити якість надання компанією послуг.
","Лідер ринку серед HR систем — команда Hurma System в пошуку Account manager!

Hurma System — продуктова IT-компанія, яка розробляє систему автоматизації HR, рекрутингу та управління цілями на основі штучного інтелекту.

Наша мета створювати унікальний продукт, який допомагає компаніям зростати та бути кращими для своїх співробітників.

Клієнти Hurma System отримують технологічний і комплексний продукт з AI, високою безпекою, який широко використовується IT-компаніями, державними структурами, банками та багатьма іншими сферами діяльності.

Приєднуйся до команди Hurma System! Нумо працювати разом :)

**Наш ідеальний кандидат має:**

- Досвід роботи від 1 року на подібній посаді;
- Знання та досвід роботи з 1С;
- Досвід роботи з MS office;
- Досвід спілкування та ведення ділового листування з клієнтами є обов’язковим;
- Ступінь бакалавра/спеціаліста або магістра.

**Обов'язки:**

- Взаємодія з командою відділу продажів та юристами;
- Щоденно працювати з: платіжними системами, CRM-системами, 1С, Microsoft Office, Google документами;
- Спілкування та ведення ділового листування з клієнтами;
- Ведення бази клієнтів (комунікація голосом та в листуванні);
- Робота з поточними клієнтами (оформлення і скасування підписки, нагадування про оплату, події тощо);
- Розвиток та укріплення стосунків з клієнтами;
- Контроль чинних тарифів та своєчасне переведення клієнтів на нові.

**Буде плюсом:**

- Досвід роботи в ІТ компанії;
- Досвід роботи CRM (nethunt crm).

**Ми пропонуємо:**

- 28 календарних днів відпустки;
- 7 лікарняних днів;
- Компенсація податків;
- Конкурентна та стабільна заробітна платня;
- Робота в злагодженій, енергійній, результативній команді;
- Поле для імплементації нових ідей;
- Приємна робоча атмосфера без бюрократії;
- Індивідуальний план розвитку;
- Прозорі та зрозумілі цілі за методологією OKR;
- Регулярні корпоративні онлайн-заходи.",Account manager,uk,47871785-674c-5f62-9ef0-95fb369d3ccb_273cdc48-9373-5a0d-9370-50cff6431a99,"{
    'decision': 'відхилити',
    'feedback': 'Відсутність досвіду роботи з 1С і в ІТ компанії, необхідного для посади Account manager у Hurma System.'
}
```","{
    ""decision"": ""відхилити"",
    ""feedback"": ""Відсутність досвіду роботи з 1С і в ІТ компанії, необхідного для посади Account manager у Hurma System.""
}",відхилити,"Відсутність досвіду роботи з 1С і в ІТ компанії, необхідного для посади Account manager у Hurma System."
47871785-674c-5f62-9ef0-95fb369d3ccb,3ad2bfa7-212c-5763-858c-262bd0b8aa26,"
BillTech - Надавав підтримку та супровід іноземним клієнтам англійською мовою у 7 міжнародних проектах у сфері блокчейн та фінтех. Близько 550 клієнтів залишились задоволеними наданим мною підтримкою щодо роботи з проектами. Проводив аналіз рівня задоволеності клієнтів продуктами компанії, що допоміг розробниками покращити якість надання компанією послуг.
","Запрошуємо в нашу українську продуктову компанію досвідченого і закоханого у свою справу Account manager з досвідом в IT компаніях понад 1го року на віддалену роботу

Необхідні навички:

- Досвід роботи з клієнтами (B2C) в IT компаніях понад 1 року
- Розуміння індустрії розробки програмного забезпечення
- Відмінні комунікативні та дипломатичні навички;
- Грамотна усна та письмова англійська мова 
- Розуміння тайм-менеджменту;
- Досвід роботи з хелпдесками та тікет системами;
- Досвід інтеграції хелпдеску/лайв чату;
- Досвід взаємодії з командою розробки;
- Досвід написання FAQ і навчальних статей

Буде плюсом:

- Англійська upper intermediate і вище;
- Досвід опису процесів і створення прототипів

Основні обов'язки:

- Підтримка клієнтів
- Впровадження та управління сторонніми сервісами по роботі з клієнтами
- Створення навчальних статей/FAQ
- Обробка рефанд/чбк запитів (що надходять безпосередньо комунікаційними каналами продукту)
- Аналітика поведінки та задоволеності клієнта
- Внесення пропозицій щодо збільшення життєвого циклу клієнта і зручності використання продукту
- Приймання та оформлення помилок продукту від клієнтів, відстеження виправлення помилок
- Взаємодія з розробниками та тестувальниками

Ми пропонуємо:

• гідна компенсація в залежності від ваших навичок, досвіду за результатами співбесіди;
• віддалена робота;
• довгостроковий, цікавий проект;
• оплачувана відпустка і лікарняний;
• мінімальний рівень бюрократії і відсутність понаднормових робіт

Відправляй свій відгук та приєднуйся до нашої крутої команди!",Account manager,uk,47871785-674c-5f62-9ef0-95fb369d3ccb_3ad2bfa7-212c-5763-858c-262bd0b8aa26,"{
    'decision': 'відхилити', 
    'feedback': 'Кандидат має досвід у фінтех, але не зазначено досвід роботи у B2C IT-компаніях, інтеграції хелпдеску чи написанні статей.'
}
```","{
    ""decision"": ""відхилити"", 
    ""feedback"": ""Кандидат має досвід у фінтех, але не зазначено досвід роботи у B2C IT-компаніях, інтеграції хелпдеску чи написанні статей.""
}",відхилити,"Кандидат має досвід у фінтех, але не зазначено досвід роботи у B2C IT-компаніях, інтеграції хелпдеску чи написанні статей."
47871785-674c-5f62-9ef0-95fb369d3ccb,91f1042a-c7a7-54c6-b250-4aa03c0830b9,"
BillTech - Надавав підтримку та супровід іноземним клієнтам англійською мовою у 7 міжнародних проектах у сфері блокчейн та фінтех. Близько 550 клієнтів залишились задоволеними наданим мною підтримкою щодо роботи з проектами. Проводив аналіз рівня задоволеності клієнтів продуктами компанії, що допоміг розробниками покращити якість надання компанією послуг.
","Ми шукаємо вмотивованого спеціаліста, який приєднається до нашої команди Adsy, в міжнародній компанії по створенню ІТ-продуктів та передових інструментів для маркетингу, власників бізнесу, веб-майстрів і професіоналів з оптимізації пошукових систем у всьому світі.

Якщо ти готовий перетворити клієнтську підтримку на справжню чарівну роботу, цей виклик точно для тебе! Наша місія – не просто надати сервіси, а змінити світ цифрового ринку своїми продуктами та допомогти власникам бізнесу та маркетологам досягти своєї мети разом з нами.

**Нам потрібна людина, яка буде відповідальна за:**
- Обробку повідомлень та переписку в тікет-системі.
- Надання оперативної та якісної підтримки клієнтам.
- Роботу з внутрішніми системами компанії, з CRM.
- Дзвінки на запит клієнта.

**Навички:**
- Fluent English.
- Досвід в IT сфері від 2-х років.
- Розуміння SEO (досвід роботи з Ahrefs/SEMrush – величезний +).

**Насолоджуйся свободою віддаленої роботи, приєднавшись до нашої команди:**
- Full-time.
- Графік з 10 до 18.
- Працевлаштування, оплачувана відпустка, лікарняні, святкові дні.
- Співпраця та партнерство цінуються вище ієрархії.
- Ви працюватимете в сприятливому середовищі, яке надає можливості.

У Adsy ми прагнемо створювати інноваційні маркетингові інструменти, які допомагають нашим клієнтам досягати успіху в сучасному цифровому середовищі, яке постійно змінюється. Ми шукаємо єдинодумця, який поділяє цю пристрасть і готовий приєднатися до нашої динамічної команди :)",Account manager,uk,47871785-674c-5f62-9ef0-95fb369d3ccb_91f1042a-c7a7-54c6-b250-4aa03c0830b9,"{'decision': 'відхилити', 'feedback': 'Кандидат має досвід у підтримці, але немає вказівок про знання SEO чи ІТ досвіду понад 2 роки.'}
```","{""decision"": ""відхилити"", ""feedback"": ""Кандидат має досвід у підтримці, але немає вказівок про знання SEO чи ІТ досвіду понад 2 роки.""}",відхилити,"Кандидат має досвід у підтримці, але немає вказівок про знання SEO чи ІТ досвіду понад 2 роки."
48ca6d1c-58a1-53f6-b43e-2c26fa040738,40b24124-7853-5261-8fa0-0ff0ecc83563,"Видав кредит на мільйон :)
З 2017 р. по 2018 р. працював у  ТОВ «Центр фінансових рішень». Основними обов‘язками були пошук і залучення клієнтів, проведення консультацій, продаж та подальше обслуговування клієнтів. Основні скіли, які отримав - це комунікабельність, націленість на результат і вирішення проблем клієнтів.
З 2018 р. по 2019 р. працював у ТОВ «Креді Плюс» на посаді керівника групи менеджерів. Основні обов‘язки: створення і затвердження планів продажу, координація діяльності менеджерів, аналіз ефективності, тощо.
З 2019 працював в Австрії на посаді менеджера лінії упакування продукції, тож володію Німецькою мовою на рівні Begginer- Pre-Intermediate 

Давно цікавлюся сферою ІТ, готовий починати працювати з посади лідогенераціії, проте плани на постійний ріст та розвиток, тому згодом претендуватиму на посаду sdr, sales, bdm :)
Очікую на класний колектив, всебічний розвиток та цікаву роботу)","Ми маленька, але ефективна команда ЦІКАВОЇ WordPress розробки. Наш профіль – розробка нестандартної функціональності для сайтів на WordPress, оптимізація продуктивності, розробка нових сайтів та підтримка існуючих. 

Що ми очікуємо:
- рівень англійської мови від Intermediate;
- знання техніки продажів;
- розуміння специфіки IT-індустрії, базові знання про веб-розробку.

Буде плюсом:
- досвід на аналогічній позиції від пів року;
- досвід лідогенерації в Linkedin;
- базові знання WordPress.
 
Що входитиме в обов'язки:
- базовий Pre-sales процес;
- пошук потенційних клієнтів у Linkedin;
- первинне листування з клієнтами, складання ланцюжків листів;
- передача потенційних клієнтів сейлз-менеджеру;
- комунікація із теплими лідами (повторні запити, пінг старих клієнтів).

Ми пропонуємо:
- ставку + бонуси;
- ментора в особі досвідченого сейлз-менеджера;
- оплачувані відпустки (2 тижні) та лікарняний (7 днів);
- адекватне керівництво, зацікавлене у розвитку - командному та персональному;
- поважні стосунки у команді, підтримку;
- мінімум бюрократії та дух стартапу, при чіткій організації та стабільній оплаті праці.",Lead Generation Specialist,uk,48ca6d1c-58a1-53f6-b43e-2c26fa040738_40b24124-7853-5261-8fa0-0ff0ecc83563,"{
    ""decision"": ""найняти"",
    ""feedback"": ""Кандидат має досвід у продажах, хороший рівень англійської, готовий розвиватися в ІТ. Це відповідає нашим вимогам та очікуванням.""
}
```","{
    ""decision"": ""найняти"",
    ""feedback"": ""Кандидат має досвід у продажах, хороший рівень англійської, готовий розвиватися в ІТ. Це відповідає нашим вимогам та очікуванням.""
}",найняти,"Кандидат має досвід у продажах, хороший рівень англійської, готовий розвиватися в ІТ. Це відповідає нашим вимогам та очікуванням."
